Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R203,150R,R_0603_1608Metric,189.484,-104.648,90,top
R204,150R,R_0603_1608Metric,201.676,-104.648,90,top
R205,100K,R_0603_1608Metric,163.4225,-93.345,0,top
R206,100K,R_0603_1608Metric,171.0425,-93.345,0,top
R207,100K,R_0603_1608Metric,178.435,-93.345,0,top
R208,100K,R_0603_1608Metric,185.8275,-93.345,0,top
R209,150R,R_0603_1608Metric,166.624,-108.204,90,top
R210,150R,R_0603_1608Metric,178.816,-108.204,90,top
R211,150R,R_0603_1608Metric,191.008,-108.204,90,top
R212,150R,R_0603_1608Metric,203.2,-108.204,90,top
R213,100K,R_0603_1608Metric,163.4225,-96.52,0,top
R214,100K,R_0603_1608Metric,171.0425,-96.52,0,top
R215,100K,R_0603_1608Metric,178.435,-96.52,0,top
R216,100K,R_0603_1608Metric,185.8275,-96.52,0,top
R217,150R,R_0603_1608Metric,168.148,-104.648,90,top
R218,150R,R_0603_1608Metric,180.34,-104.648,90,top
R219,150R,R_0603_1608Metric,192.532,-104.648,90,top
R220,150R,R_0603_1608Metric,204.724,-104.648,90,top
R221,100K,R_0603_1608Metric,163.4225,-99.695,0,top
R222,100K,R_0603_1608Metric,171.0425,-99.695,0,top
R223,100K,R_0603_1608Metric,178.435,-99.695,0,top
R224,100K,R_0603_1608Metric,185.8275,-99.695,0,top
R225,150R,R_0603_1608Metric,169.672,-108.204,90,top
R226,150R,R_0603_1608Metric,181.864,-108.204,90,top
R227,150R,R_0603_1608Metric,194.056,-108.204,90,top
R228,150R,R_0603_1608Metric,206.248,-108.204,90,top
R229,300R,R_0603_1608Metric,128.905,-34.925,-90,top
R230,150,R_0603_1608Metric,236.029,-118.618,0,top
U1,ESP32-S3-WROOM-1-N4,ESP32S3WROOM1N8R2,192.095,-28.92,0,top
U2,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),85.725,-44.45,180,top
U3,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.1344,-35.84,180,top
U4,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.125,-48.54,180,top
U5,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.262,-64.15645,180,top
U6,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.0914,-76.85645,180,top
U7,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.1008,-89.55645,180,top
U8,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.0814,-102.25645,180,top
U9,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.0814,-114.95645,180,top
U10,Analog_MUX_CD4067BPWR,24-TSSOP_(4.4mm),64.0914,-127.65645,180,top
U11,IO_EXPANDER_TCA9535PWR,24-TSSOP_(4.4mm),158.3944,-70.485,0,top
U12,IO_EXPANDER_TCA9535PWR,24-TSSOP_(4.4mm),169.3512,-70.485,0,top
U13,IO_EXPANDER_TCA9535PWR,24-TSSOP_(4.4mm),180.0606,-70.485,0,top
U19,Shift Register SN74HCS164PWR,TSSOP14_PW_TEX,104.775,-48.895,0,top
U21,I2C_MUX_TCA9548APWR,24-TSSOP_(4.4mm),237.236,-65.532,180,top
U23,IO_EXPANDER_TCA9535PWR,24-TSSOP_(4.4mm),190.8556,-70.485,0,top
U30,~,SO14_DIO,206.248,-55.626,-90,top
